BFS_NR,GEBIET_NAME,JAHR,Bevölkerung: Anteil 20-39-Jährige [%] ,Bevölkerung: Anteil 40-64-Jährige [%] ,Motorräder [Anz.] ,Motorräder pro 1000 Einwohner [Anz.] ,Bestand Elektromotor [%] ,Bevölkerung [Pers.] ,Ø steuerbares Einkommen natürliche Pers. [Fr.] ,Ø steuerbares Vermögen natürliche Pers. [Fr.] ,Erschliessung durch S-Bahn+Bus [% der Einw.] ,"MIV-Wege Quell-, Ziel- und Binnenverkehr [Anz.] ",MIV-Anteil (Modal Split) [%] ,Motorrad-Neuzulassungen [Anz.] ,Motorrad-Neuzulasssungen pro 1000 Einw. [Anz.] ,Neuzulassungen  Elektromotor [%] ,Weg zur nächsten Haltestelle [m] 
40,Trüllikon,2020,19.4,37.9,135,127.8,1.3,1055,61060,396000000,0.0,5380.0,96.0,3,2.8,8.7,216.0
40,Trüllikon,2021,19.2,38.2,136,128.9,1.6,1060,61869,405000000,0.0,5380.0,96.0,11,10.4,11.8,213.0
40,Trüllikon,2022,20.1,36.9,135,127.4,3.3,1065,59288,414000000,0.0,5380.0,96.0,6,5.7,50.0,212.0
40,Trüllikon,2023,21.0,36.0,134,125.8,4.6,1090,59288,414000000,0.0,5380.0,96.0,3,2.8,38.9,212.0
41,Truttikon,2019,19.0,40.9,42,87.9,1.0,464,54393,358000000,0.0,1208.0,91.0,2,4.2,10.0,257.0
41,Truttikon,2020,18.7,41.1,42,90.5,1.7,450,57629,385000000,0.0,1208.0,91.0,2,4.3,16.7,266.0
41,Truttikon,2021,18.6,40.3,43,95.6,4.5,452,58323,391000000,0.0,1208.0,91.0,1,2.2,35.7,255.0
41,Truttikon,2022,18.8,40.9,44,97.3,6.5,464,59049,403000000,0.0,1208.0,91.0,2,4.4,30.0,247.0
41,Truttikon,2023,19.7,40.3,43,92.7,6.8,471,59049,403000000,0.0,1208.0,91.0,3,6.5,50.0,247.0
43,Volken,2019,20.3,40.8,40,110.5,0.9,380,65513,385000000,0.0,1054.0,91.0,0,0.0,12.5,178.0
43,Volken,2020,22.2,38.6,38,100.0,1.0,383,66873,356000000,0.0,1054.0,91.0,0,0.0,0.0,180.0
43,Volken,2021,23.0,39.3,39,101.8,1.8,392,70943,347000000,0.0,1054.0,91.0,3,7.8,11.1,176.0
43,Volken,2022,23.6,39.4,38,96.9,1.8,381,69317,384000000,0.0,1054.0,91.0,1,2.6,9.1,179.0
43,Volken,2023,23.2,41.1,32,84.0,2.2,380,69317,384000000,0.0,1054.0,91.0,2,5.2,16.7,179.0
51,Bachenbülach,2019,22.5,36.0,320,76.9,0.8,4169,64708,333000000,0.0,29401.0,92.0,23,5.5,3.7,217.0
51,Bachenbülach,2020,22.8,35.3,307,73.6,1.5,4203,66530,350000000,0.0,29401.0,92.0,18,4.3,9.0,221.0
51,Bachenbülach,2021,21.5,36.0,319,75.9,3.1,4221,65354,364000000,0.0,29401.0,92.0,21,5.0,20.1,223.0
51,Bachenbülach,2022,21.4,36.5,325,77.0,4.4,4201,62913,382000000,0.0,29401.0,92.0,22,5.2,23.0,222.0
51,Bachenbülach,2023,21.9,35.8,331,78.8,6.1,4315,62913,382000000,0.0,29401.0,92.0,22,5.2,24.2,222.0
52,Bassersdorf,2019,26.0,36.8,850,72.8,0.8,11832,65862,314000000,49.3,34969.0,80.0,60,5.1,4.5,225.0
52,Bassersdorf,2020,25.4,37.1,883,74.6,1.1,11931,66167,312000000,49.3,34969.0,80.0,59,5.0,6.8,225.0
52,Bassersdorf,2021,25.3,37.1,909,76.2,1.6,11953,64782,322000000,49.3,34969.0,80.0,63,5.3,9.3,225.0
52,Bassersdorf,2022,25.4,36.6,920,77.0,2.3,12053,63420,344000000,49.3,34969.0,80.0,48,4.0,16.0,222.0
52,Bassersdorf,2023,25.2,36.7,934,77.5,3.4,12154,63420,344000000,49.3,34969.0,80.0,42,3.5,19.7,222.0
53,Bülach,2019,30.4,32.2,1250,61.3,0.7,21336,60992,247000000,31.8,61540.0,82.0,77,3.8,3.3,151.0
53,Bülach,2020,30.4,32.3,1444,67.7,0.9,21973,61020,244000000,31.8,61540.0,82.0,109,5.1,5.0,155.0
53,Bülach,2021,29.8,32.5,1468,66.8,1.4,22190,60729,254000000,31.8,61540.0,82.0,87,4.0,10.2,155.0
53,Bülach,2022,30.5,32.1,1408,63.5,2.3,23593,60282,251000000,31.8,61540.0,82.0,75,3.4,16.6,162.0
53,Bülach,2023,30.2,32.3,1435,60.8,3.1,24122,60282,251000000,31.8,61540.0,82.0,73,3.1,18.3,162.0
54,Dietlikon,2019,25.4,33.9,532,68.5,1.1,7839,68167,382000000,64.5,40140.0,85.0,46,5.9,4.7,145.0
54,Dietlikon,2020,25.5,34.0,550,70.2,1.3,7867,67323,379000000,64.5,40140.0,85.0,55,7.0,4.3,145.0
54,Dietlikon,2021,24.8,34.2,585,74.4,2.3,7873,67011,393000000,64.5,40140.0,85.0,68,8.6,15.9,146.0
54,Dietlikon,2022,24.8,34.3,574,72.9,3.4,7846,66234,411000000,64.5,40140.0,85.0,47,6.0,18.3,144.0
54,Dietlikon,2023,25.9,34.0,580,73.9,4.6,8029,66234,411000000,64.5,40140.0,85.0,45,5.7,27.3,144.0
55,Eglisau,2019,24.6,36.0,428,82.2,0.8,5335,70378,383000000,51.7,20124.0,86.0,19,3.6,7.6,193.0
55,Eglisau,2020,24.8,35.7,482,90.3,1.6,5499,70472,390000000,51.7,20124.0,86.0,36,6.7,12.8,193.0
55,Eglisau,2021,24.0,35.8,456,82.9,2.5,5514,70795,410000000,51.7,20124.0,86.0,30,5.5,18.9,193.0
55,Eglisau,2022,23.0,36.3,444,80.5,4.0,5528,72745,426000000,51.7,20124.0,86.0,17,3.1,29.5,193.0
55,Eglisau,2023,23.3,36.2,459,83.0,5.5,5643,72745,426000000,51.7,20124.0,86.0,17,3.1,38.1,193.0
56,Embrach,2019,25.6,36.0,715,75.8,0.8,9410,61398,275000000,23.6,25921.0,83.0,31,3.3,3.9,195.0
56,Embrach,2020,24.9,36.0,767,81.5,1.1,9600,60011,270000000,23.6,25921.0,83.0,45,4.8,5.4,197.0
56,Embrach,2021,25.3,35.9,763,79.5,1.8,9860,59052,267000000,23.6,25921.0,83.0,42,4.4,15.5,198.0
56,Embrach,2022,25.7,35.6,752,76.3,2.5,10001,58334,279000000,23.6,25921.0,83.0,32,3.2,19.1,198.0
56,Embrach,2023,26.3,35.5,777,77.7,3.7,10286,58334,279000000,23.6,25921.0,83.0,48,4.8,25.5,198.0
57,Freienstein-Teufen,2019,20.8,40.5,258,109.0,1.0,2390,70590,407000000,0.0,6319.0,88.0,2,0.8,6.6,184.0
57,Freienstein-Teufen,2020,20.0,41.0,274,114.6,1.5,2398,69593,413000000,0.0,6319.0,88.0,19,7.9,9.1,186.0
57,Freienstein-Teufen,2021,19.9,40.5,277,115.5,2.5,2396,69044,445000000,0.0,6319.0,88.0,15,6.3,16.4,185.0
57,Freienstein-Teufen,2022,18.7,40.9,265,110.6,3.8,2386,70300,452000000,0.0,6319.0,88.0,10,4.2,29.4,184.0
57,Freienstein-Teufen,2023,18.1,40.1,259,108.5,4.6,2367,70300,452000000,0.0,6319.0,88.0,9,3.8,22.6,184.0
58,Glattfelden,2019,24.3,38.9,500,96.2,0.7,5218,64378,245000000,6.8,14629.0,94.0,40,7.7,2.6,234.0
58,Glattfelden,2020,24.2,38.8,527,101.0,1.1,5273,63438,246000000,6.8,14629.0,94.0,24,4.6,7.5,236.0
58,Glattfelden,2021,24.3,38.6,537,101.8,2.0,5347,62561,259000000,6.8,14629.0,94.0,29,5.5,14.8,237.0
58,Glattfelden,2022,23.1,39.3,538,100.6,3.9,5258,63008,267000000,6.8,14629.0,94.0,31,5.8,37.0,240.0
58,Glattfelden,2023,23.7,38.9,533,101.4,4.6,5413,63008,267000000,6.8,14629.0,94.0,21,4.0,19.9,240.0
59,Hochfelden,2019,21.3,38.8,177,91.9,0.5,1978,68763,302000000,0.0,4672.0,84.0,9,4.7,2.3,264.0
59,Hochfelden,2020,21.7,38.2,182,92.0,0.8,2019,65157,281000000,0.0,4672.0,84.0,7,3.5,8.2,265.0
59,Hochfelden,2021,21.3,37.9,184,91.1,1.4,2015,63865,312000000,0.0,4672.0,84.0,13,6.4,8.3,265.0
59,Hochfelden,2022,21.7,36.6,188,93.3,1.9,1994,64606,333000000,0.0,4672.0,84.0,15,7.4,15.9,265.0
59,Hochfelden,2023,21.2,36.2,198,99.3,3.0,1997,64606,333000000,0.0,4672.0,84.0,7,3.5,15.9,265.0
60,Höri,2019,28.4,36.7,227,80.2,0.4,2877,58668,217000000,0.0,11252.0,91.0,13,4.6,0.7,198.0
60,Höri,2020,28.9,36.2,224,77.9,0.6,2957,58080,222000000,0.0,11252.0,91.0,23,8.0,1.9,208.0
60,Höri,2021,28.0,35.9,235,79.5,0.7,3028,57505,229000000,0.0,11252.0,91.0,32,10.8,4.4,207.0
60,Höri,2022,30.7,35.2,240,79.3,1.5,3297,56611,233000000,0.0,11252.0,91.0,18,5.9,13.7,208.0
60,Höri,2023,31.4,34.1,240,72.8,2.4,3492,56611,233000000,0.0,11252.0,91.0,24,7.3,13.2,208.0
61,Hüntwangen,2019,19.4,40.3,140,136.2,1.1,1057,69890,376000000,0.8,3620.0,94.0,6,5.8,9.3,284.0
61,Hüntwangen,2020,18.2,40.6,136,128.7,1.3,1066,72575,382000000,0.8,3620.0,94.0,4,3.8,11.4,285.0
61,Hüntwangen,2021,18.8,40.6,137,128.5,1.6,1082,68389,400000000,0.8,3620.0,94.0,12,11.3,5.3,286.0
61,Hüntwangen,2022,18.2,39.8,134,123.8,2.6,1092,70739,391000000,0.8,3620.0,94.0,6,5.5,23.3,284.0
61,Hüntwangen,2023,19.0,39.1,139,127.3,4.2,1108,70739,391000000,0.8,3620.0,94.0,11,10.1,28.6,284.0
62,Kloten,2019,30.5,35.0,1157,58.9,0.7,20079,57986,242000000,59.5,148195.0,66.0,69,3.5,3.5,159.0
62,Kloten,2020,30.8,35.1,1260,62.8,1.1,20365,58948,248000000,59.5,148195.0,66.0,84,4.2,5.9,159.0
62,Kloten,2021,30.8,35.2,1328,65.2,1.9,20716,57341,245000000,59.5,148195.0,66.0,105,5.2,13.1,158.0
62,Kloten,2022,31.3,35.0,1328,64.1,2.7,20909,55823,249000000,59.5,148195.0,66.0,86,4.2,17.4,157.0
62,Kloten,2023,31.4,35.0,1320,63.1,3.9,21221,55823,249000000,59.5,148195.0,66.0,93,4.4,23.4,157.0
63,Lufingen,2019,24.8,39.8,302,126.0,1.0,2414,79567,351000000,0.0,5500.0,86.0,15,6.3,5.0,273.0
63,Lufingen,2020,25.5,38.6,304,125.9,1.7,2561,78432,357000000,0.0,5500.0,86.0,21,8.7,10.1,265.0
63,Lufingen,2021,25.8,38.0,323,126.1,2.7,2614,79176,370000000,0.0,5500.0,86.0,19,7.4,14.0,263.0
63,Lufingen,2022,25.4,38.7,321,122.8,3.8,2763,77011,377000000,0.0,5500.0,86.0,15,5.7,17.4,259.0
63,Lufingen,2023,26.0,38.8,356,128.8,5.0,2841,77011,377000000,0.0,5500.0,86.0,22,8.0,22.7,259.0
64,Nürensdorf,2019,20.7,38.9,589,105.0,0.9,5593,84852,573000000,0.0,12937.0,90.0,32,5.7,3.8,210.0
64,Nürensdorf,2020,20.6,38.7,622,111.2,1.2,5616,80698,562000000,0.0,12937.0,90.0,28,5.0,5.8,211.0
64,Nürensdorf,2021,20.5,38.4,611,108.8,1.9,5718,83576,580000000,0.0,12937.0,90.0,29,5.2,11.9,211.0
64,Nürensdorf,2022,20.2,38.2,608,106.3,2.8,5698,80030,592000000,0.0,12937.0,90.0,26,4.5,17.0,211.0
64,Nürensdorf,2023,19.9,38.4,611,107.2,3.9,5755,80030,592000000,0.0,12937.0,90.0,19,3.3,24.3,211.0
65,Oberembrach,2019,20.7,41.3,125,118.6,0.4,1101,72077,360000000,0.0,2665.0,89.0,8,7.6,2.9,554.0
65,Oberembrach,2020,20.3,41.4,132,119.9,0.8,1097,73487,365000000,0.0,2665.0,89.0,8,7.3,0.0,547.0
65,Oberembrach,2021,18.8,43.4,134,122.2,1.2,1075,70700,383000000,0.0,2665.0,89.0,5,4.6,9.1,524.0
65,Oberembrach,2022,19.4,42.4,141,131.2,1.9,1083,73539,387000000,0.0,2665.0,89.0,6,5.6,21.4,515.0
65,Oberembrach,2023,18.9,42.6,138,127.4,2.6,1079,73539,387000000,0.0,2665.0,89.0,11,10.2,23.8,515.0
66,Opfikon,2019,37.3,30.6,1014,50.1,0.6,20889,54545,182000000,58.3,77335.0,74.0,64,3.2,2.5,136.0
66,Opfikon,2020,36.4,31.3,1114,53.3,1.2,20905,53380,178000000,58.3,77335.0,74.0,91,4.4,8.3,138.0
66,Opfikon,2021,35.7,31.8,1172,56.1,1.8,20964,56321,200000000,58.3,77335.0,74.0,100,4.8,8.4,138.0
66,Opfikon,2022,35.3,32.3,1122,53.5,2.8,21127,56398,204000000,58.3,77335.0,74.0,67,3.2,11.6,138.0
66,Opfikon,2023,35.0,32.6,1170,55.4,4.0,21425,56398,204000000,58.3,77335.0,74.0,66,3.1,21.3,138.0
67,Rafz,2019,24.5,37.1,341,74.6,0.8,4650,66004,315000000,27.2,12099.0,84.0,11,2.4,5.4,307.0
67,Rafz,2020,23.9,37.3,354,76.1,1.5,4624,67294,318000000,27.2,12099.0,84.0,19,4.1,12.5,308.0
67,Rafz,2021,24.2,37.0,363,78.5,2.3,4674,65741,309000000,27.2,12099.0,84.0,19,4.1,16.9,306.0
67,Rafz,2022,23.6,37.1,368,78.7,3.2,4670,64551,340000000,27.2,12099.0,84.0,17,3.6,22.3,305.0
67,Rafz,2023,23.5,36.8,383,82.0,4.7,4757,64551,340000000,27.2,12099.0,84.0,32,6.9,32.4,305.0
68,Rorbas,2019,26.0,37.0,279,98.8,0.8,2883,55571,231000000,3.6,8752.0,91.0,6,2.1,4.8,193.0
68,Rorbas,2020,25.2,38.3,286,99.2,1.3,2883,59501,235000000,3.6,8752.0,91.0,11,3.8,8.1,195.0
68,Rorbas,2021,24.8,38.6,273,94.7,1.5,2902,59448,246000000,3.6,8752.0,91.0,17,5.9,10.6,195.0
68,Rorbas,2022,24.2,39.3,275,94.8,2.1,2908,60911,252000000,3.6,8752.0,91.0,17,5.9,18.0,194.0
68,Rorbas,2023,24.1,38.6,280,96.3,2.8,3003,60911,252000000,3.6,8752.0,91.0,12,4.1,25.9,194.0
69,Wallisellen,2019,31.6,33.4,1122,69.1,1.1,16774,71221,376000000,48.6,102115.0,81.0,70,4.3,5.9,142.0
69,Wallisellen,2020,31.7,33.4,1161,69.2,1.6,17171,69452,367000000,48.6,102115.0,81.0,85,5.1,7.8,131.0
69,Wallisellen,2021,31.2,33.6,1213,70.6,2.3,17239,70083,378000000,48.6,102115.0,81.0,103,6.0,12.4,131.0
69,Wallisellen,2022,30.9,33.8,1150,66.7,3.2,17277,70596,393000000,48.6,102115.0,81.0,71,4.1,16.0,131.0
69,Wallisellen,2023,30.7,34.0,1169,67.7,4.4,17553,70596,393000000,48.6,102115.0,81.0,65,3.8,21.9,131.0
70,Wasterkingen,2019,17.7,41.8,86,155.2,0.6,560,60505,310000000,0.0,1754.0,88.0,6,10.8,9.1,161.0
70,Wasterkingen,2020,19.0,39.9,81,144.6,1.1,564,61696,318000000,0.0,1754.0,88.0,3,5.4,5.9,160.0
70,Wasterkingen,2021,18.6,39.1,78,138.3,1.6,585,61970,323000000,0.0,1754.0,88.0,3,5.3,11.8,162.0
70,Wasterkingen,2022,19.3,38.5,78,133.3,2.9,587,62581,325000000,0.0,1754.0,88.0,3,5.1,25.0,164.0
70,Wasterkingen,2023,19.4,37.8,83,141.4,3.8,577,62581,325000000,0.0,1754.0,88.0,7,11.9,14.3,164.0
71,Wil,2019,19.4,39.2,166,116.8,1.0,1472,76536,479000000,0.0,4110.0,91.0,5,3.5,7.8,258.0
71,Wil,2020,20.3,38.4,184,125.0,1.5,1487,74315,474000000,0.0,4110.0,91.0,13,8.8,2.6,256.0
71,Wil,2021,19.5,38.9,184,123.7,2.5,1516,76715,478000000,0.0,4110.0,91.0,17,11.4,16.1,262.0
71,Wil,2022,19.8,37.9,179,118.1,3.9,1564,73476,482000000,0.0,4110.0,91.0,6,4.0,27.9,261.0
71,Wil,2023,19.5,37.4,180,115.1,5.8,1576,73476,482000000,0.0,4110.0,91.0,7,4.5,36.7,261.0
72,Winkel,2019,21.9,41.5,387,85.9,1.3,4524,99987,658000000,0.0,12747.0,84.0,41,9.1,6.3,217.0
72,Winkel,2020,22.1,40.9,425,93.9,2.3,4649,101334,681000000,0.0,12747.0,84.0,45,9.9,12.3,220.0
72,Winkel,2021,23.3,39.9,469,100.9,2.8,4862,98977,703000000,0.0,12747.0,84.0,58,12.5,13.6,211.0
72,Winkel,2022,23.1,39.8,478,98.3,4.1,4855,94926,735000000,0.0,12747.0,84.0,30,6.2,17.6,213.0
72,Winkel,2023,22.9,39.1,468,96.4,5.6,4923,94926,735000000,0.0,12747.0,84.0,25,5.1,24.4,213.0
81,Bachs,2019,20.6,40.3,63,108.6,0.5,596,60015,362000000,0.0,2327.0,96.0,3,5.2,0.0,419.0
81,Bachs,2020,19.5,40.3,55,92.3,0.5,615,61417,377000000,0.0,2327.0,96.0,1,1.7,5.0,422.0
81,Bachs,2021,19.0,40.4,58,94.3,0.7,633,63579,393000000,0.0,2327.0,96.0,6,9.8,5.3,422.0
81,Bachs,2022,19.9,40.4,59,93.2,2.5,639,64478,410000000,0.0,2327.0,96.0,2,3.2,25.0,403.0
81,Bachs,2023,18.9,40.2,59,92.3,3.3,652,64478,410000000,0.0,2327.0,96.0,4,6.3,15.4,403.0
82,Boppelsen,2019,20.6,38.0,176,128.3,1.1,1424,97636,774000000,0.0,3351.0,92.0,7,5.1,8.2,227.0
82,Boppelsen,2020,20.4,38.6,187,131.3,1.4,1465,89335,722000000,0.0,3351.0,92.0,12,8.4,4.9,230.0
82,Boppelsen,2021,19.5,38.8,193,131.7,2.3,1457,90715,751000000,0.0,3351.0,92.0,16,10.9,15.0,231.0
82,Boppelsen,2022,19.9,38.6,195,133.8,3.5,1454,90381,842000000,0.0,3351.0,92.0,13,8.9,23.5,231.0
82,Boppelsen,2023,19.6,39.1,195,134.1,5.6,1434,90381,842000000,0.0,3351.0,92.0,9,6.2,30.1,231.0
83,Buchs,2019,28.8,36.9,490,76.7,0.8,6560,64394,246000000,62.9,19195.0,83.0,27,4.2,4.0,274.0
83,Buchs,2020,28.1,36.8,553,84.3,1.1,6554,64634,250000000,62.9,19195.0,83.0,51,7.8,6.6,276.0
83,Buchs,2021,28.2,36.7,561,85.6,1.7,6587,64146,257000000,62.9,19195.0,83.0,40,6.1,13.0,274.0
83,Buchs,2022,27.7,36.9,558,84.7,2.7,6598,63175,265000000,62.9,19195.0,83.0,36,5.5,19.3,272.0
83,Buchs,2023,27.1,36.7,551,83.5,3.7,6646,63175,265000000,62.9,19195.0,83.0,28,4.2,20.6,272.0
84,Dällikon,2019,27.3,35.3,433,104.7,0.4,4170,62330,294000000,0.7,13863.0,89.0,26,6.3,2.1,220.0
84,Dällikon,2020,27.0,35.2,455,109.1,0.9,4269,63870,291000000,0.7,13863.0,89.0,34,8.2,7.0,221.0
84,Dällikon,2021,26.2,36.2,453,106.1,1.3,4291,64218,296000000,0.7,13863.0,89.0,24,5.6,6.2,222.0
84,Dällikon,2022,25.7,36.3,452,105.3,2.1,4268,60328,304000000,0.7,13863.0,89.0,18,4.2,19.5,222.0
84,Dällikon,2023,26.2,36.1,450,105.4,4.0,4369,60328,304000000,0.7,13863.0,89.0,25,5.9,18.8,222.0
85,Dänikon,2019,23.8,39.4,182,97.2,1.0,1860,70535,282000000,0.3,3377.0,81.0,8,4.3,4.9,231.0
85,Dänikon,2020,23.7,39.8,190,102.2,1.0,1847,68884,290000000,0.3,3377.0,81.0,6,3.2,3.5,229.0
85,Dänikon,2021,23.1,39.6,199,107.7,2.2,1849,69696,350000000,0.3,3377.0,81.0,18,9.7,21.6,230.0
85,Dänikon,2022,23.3,39.4,210,113.6,2.8,1862,68804,349000000,0.3,3377.0,81.0,17,9.2,23.1,228.0
85,Dänikon,2023,23.0,39.3,220,118.2,4.0,1864,68804,349000000,0.3,3377.0,81.0,7,3.8,33.3,228.0
86,Dielsdorf,2019,27.7,35.1,460,76.8,6.4,5960,62755,295000000,71.5,28389.0,89.0,68,11.4,5.6,209.0
86,Dielsdorf,2020,26.9,35.2,492,82.6,5.6,5966,63547,306000000,71.5,28389.0,89.0,76,12.8,5.1,210.0
86,Dielsdorf,2021,27.2,34.9,479,80.3,5.4,6041,61593,310000000,71.5,28389.0,89.0,80,13.4,12.7,211.0
86,Dielsdorf,2022,27.5,34.9,492,81.4,5.3,6142,59587,315000000,71.5,28389.0,89.0,60,9.9,18.1,211.0
86,Dielsdorf,2023,27.4,35.1,511,83.2,6.3,6360,59587,315000000,71.5,28389.0,89.0,55,9.0,23.8,211.0
87,Hüttikon,2019,20.2,39.7,108,117.1,0.8,949,82506,444000000,0.0,1780.0,90.0,7,7.6,5.0,227.0
87,Hüttikon,2020,19.2,40.1,123,129.6,1.2,947,87077,458000000,0.0,1780.0,90.0,14,14.8,6.7,224.0
87,Hüttikon,2021,18.7,40.8,139,146.8,2.6,924,91028,482000000,0.0,1780.0,90.0,11,11.6,20.6,226.0
87,Hüttikon,2022,18.2,41.2,133,143.9,2.4,959,85209,473000000,0.0,1780.0,90.0,7,7.6,15.0,224.0
87,Hüttikon,2023,17.4,42.0,135,140.8,3.6,973,85209,473000000,0.0,1780.0,90.0,7,7.3,36.7,224.0
88,Neerach,2019,19.8,43.0,339,106.9,1.3,3174,86327,1071000000,0.0,13636.0,94.0,29,9.1,7.2,236.0
88,Neerach,2020,19.5,43.0,333,104.9,1.6,3225,91486,1063000000,0.0,13636.0,94.0,20,6.3,7.6,237.0
88,Neerach,2021,19.0,43.1,347,107.6,2.4,3269,92565,1128000000,0.0,13636.0,94.0,21,6.5,13.1,238.0
88,Neerach,2022,18.6,42.4,334,102.2,3.4,3316,9634,1404000000,0.0,13636.0,94.0,21,6.4,18.4,238.0
88,Neerach,2023,17.7,42.1,339,102.2,4.9,3314,9634,1404000000,0.0,13636.0,94.0,26,7.8,25.4,238.0
89,Niederglatt,2019,25.8,37.8,382,77.4,0.7,4991,64070,273000000,48.7,16124.0,84.0,15,3.0,2.7,209.0
89,Niederglatt,2020,24.8,38.6,408,81.7,1.0,4937,62518,279000000,48.7,16124.0,84.0,22,4.4,4.7,211.0
