BFS_NR,GEBIET_NAME,JAHR,Bevölkerung: Anteil 20-39-Jährige [%] ,Bevölkerung: Anteil 40-64-Jährige [%] ,Motorräder [Anz.] ,Motorräder pro 1000 Einwohner [Anz.] ,Bestand Elektromotor [%] ,Bevölkerung [Pers.] ,Ø steuerbares Einkommen natürliche Pers. [Fr.] ,Ø steuerbares Vermögen natürliche Pers. [Fr.] ,Erschliessung durch S-Bahn+Bus [% der Einw.] ,"MIV-Wege Quell-, Ziel- und Binnenverkehr [Anz.] ",MIV-Anteil (Modal Split) [%] ,Motorrad-Neuzulassungen [Anz.] ,Motorrad-Neuzulasssungen pro 1000 Einw. [Anz.] ,Neuzulassungen  Elektromotor [%] ,Weg zur nächsten Haltestelle [m] 
216,Dinhard,2021,22.4,35.5,194,111.5,2.4,1730,72955,558000000,31.1,4911.0,91.0,9,5.2,25.0,260.0
216,Dinhard,2022,21.8,35.4,200,115.6,3.3,1730,72058,555000000,31.1,4911.0,91.0,3,1.7,20.0,258.0
216,Dinhard,2023,20.3,36.3,210,121.4,4.2,1737,72058,555000000,31.1,4911.0,91.0,5,2.9,19.5,258.0
218,Ellikon a.d.Th.,2019,21.0,39.6,122,135.1,1.5,901,66234,335000000,0.0,4008.0,94.0,7,7.8,9.1,331.0
218,Ellikon a.d.Th.,2020,20.9,40.6,127,141.0,1.8,935,69748,353000000,0.0,4008.0,94.0,8,8.9,12.5,336.0
218,Ellikon a.d.Th.,2021,25.0,39.6,140,149.7,2.3,1044,65323,298000000,0.0,4008.0,94.0,6,6.4,12.9,334.0
218,Ellikon a.d.Th.,2022,23.1,40.0,144,137.9,3.1,1035,67079,309000000,0.0,4008.0,94.0,4,3.8,5.9,332.0
218,Ellikon a.d.Th.,2023,22.9,39.5,135,130.4,4.8,1024,67079,309000000,0.0,4008.0,94.0,4,3.9,38.9,332.0
219,Elsau,2019,23.0,36.4,303,82.9,0.7,3645,63731,341000000,55.9,11699.0,85.0,13,3.6,6.4,208.0
219,Elsau,2020,23.0,36.2,304,83.4,0.8,3654,61550,336000000,55.9,11699.0,85.0,11,3.0,1.3,210.0
219,Elsau,2021,22.4,36.1,323,88.4,1.4,3692,63031,352000000,55.9,11699.0,85.0,14,3.8,14.7,211.0
219,Elsau,2022,22.1,36.2,346,93.7,2.3,3699,62758,369000000,55.9,11699.0,85.0,16,4.3,23.2,209.0
219,Elsau,2023,21.7,36.6,337,91.1,3.1,3757,62758,369000000,55.9,11699.0,85.0,16,4.3,27.6,209.0
220,Hagenbuch,2019,24.3,40.6,136,125.6,1.2,1079,62081,277000000,0.0,3245.0,92.0,4,3.7,2.9,500.0
220,Hagenbuch,2020,23.8,39.9,143,132.5,1.3,1095,61404,283000000,0.0,3245.0,92.0,4,3.7,7.1,493.0
220,Hagenbuch,2021,23.8,38.3,145,132.4,1.6,1124,60457,288000000,0.0,3245.0,92.0,11,10.0,15.4,503.0
220,Hagenbuch,2022,23.4,37.8,152,135.2,2.0,1146,60314,300000000,0.0,3245.0,92.0,11,9.8,23.1,515.0
220,Hagenbuch,2023,23.1,38.2,150,130.9,2.3,1163,60314,300000000,0.0,3245.0,92.0,4,3.5,4.8,515.0
221,Hettlingen,2019,20.0,39.1,252,80.1,1.6,3167,82785,604000000,3.8,9186.0,87.0,12,3.8,6.3,216.0
221,Hettlingen,2020,19.2,39.6,255,80.5,2.2,3099,81554,635000000,3.8,9186.0,87.0,16,5.1,12.9,218.0
221,Hettlingen,2021,20.0,38.7,253,81.6,3.1,3124,81495,667000000,3.8,9186.0,87.0,25,8.1,23.9,217.0
221,Hettlingen,2022,20.5,38.3,243,77.8,4.4,3112,80074,675000000,3.8,9186.0,87.0,15,4.8,37.5,218.0
221,Hettlingen,2023,20.6,38.4,249,80.0,6.4,3219,80074,675000000,3.8,9186.0,87.0,11,3.5,38.6,218.0
223,Neftenbach,2019,21.1,39.3,665,117.2,0.8,5719,76012,489000000,0.5,18918.0,91.0,28,4.9,2.3,215.0
223,Neftenbach,2020,20.8,39.1,682,119.3,1.1,5753,72864,487000000,0.5,18918.0,91.0,34,5.9,7.7,219.0
223,Neftenbach,2021,20.9,38.9,678,117.9,1.9,5797,73877,486000000,0.5,18918.0,91.0,37,6.4,17.1,220.0
223,Neftenbach,2022,20.5,38.8,659,113.7,2.9,5752,74646,508000000,0.5,18918.0,91.0,25,4.3,22.0,219.0
223,Neftenbach,2023,19.9,38.3,630,109.5,4.2,5758,74646,508000000,0.5,18918.0,91.0,22,3.8,28.8,219.0
224,Pfungen,2019,27.1,37.4,265,68.9,0.7,3895,55716,225000000,70.9,9856.0,82.0,15,3.9,4.2,335.0
224,Pfungen,2020,26.8,37.3,287,73.7,1.1,3945,55605,223000000,70.9,9856.0,82.0,9,2.3,4.8,339.0
224,Pfungen,2021,26.7,37.7,274,69.5,1.4,3987,56649,235000000,70.9,9856.0,82.0,19,4.8,9.5,339.0
224,Pfungen,2022,26.5,37.8,290,72.7,2.3,4051,57264,239000000,70.9,9856.0,82.0,17,4.3,23.2,336.0
224,Pfungen,2023,26.4,37.8,301,74.3,3.1,4124,57264,239000000,70.9,9856.0,82.0,15,3.7,20.4,336.0
225,Rickenbach,2019,22.5,35.3,286,105.8,0.5,2743,59802,348000000,39.9,7647.0,88.0,13,4.8,1.3,211.0
225,Rickenbach,2020,22.9,35.1,303,110.5,1.0,2799,60206,346000000,39.9,7647.0,88.0,20,7.3,13.0,209.0
225,Rickenbach,2021,21.8,35.5,299,106.8,1.8,2783,63148,350000000,39.9,7647.0,88.0,22,7.9,21.1,208.0
225,Rickenbach,2022,20.8,35.8,299,107.4,2.9,2770,62386,407000000,39.9,7647.0,88.0,20,7.2,25.5,208.0
225,Rickenbach,2023,21.1,35.8,300,108.3,3.6,2812,62386,407000000,39.9,7647.0,88.0,13,4.7,25.9,208.0
226,Schlatt,2019,20.4,36.2,96,125.8,1.2,785,58219,346000000,0.0,2357.0,91.0,5,6.6,0.0,264.0
226,Schlatt,2020,18.1,37.1,104,132.5,1.6,778,60127,353000000,0.0,2357.0,91.0,3,3.8,6.3,264.0
226,Schlatt,2021,16.3,38.6,106,136.2,1.8,766,60384,367000000,0.0,2357.0,91.0,3,3.9,9.1,262.0
226,Schlatt,2022,16.2,38.9,109,142.3,3.3,759,59038,361000000,0.0,2357.0,91.0,7,9.1,31.3,260.0
226,Schlatt,2023,17.8,38.1,112,147.6,4.1,775,59038,361000000,0.0,2357.0,91.0,5,6.6,36.4,260.0
227,Seuzach,2019,23.6,34.8,674,92.1,0.7,7427,75019,485000000,50.8,24977.0,86.0,34,4.6,2.9,222.0
227,Seuzach,2020,23.1,35.1,686,92.4,1.2,7422,77736,498000000,50.8,24977.0,86.0,25,3.4,8.2,222.0
227,Seuzach,2021,22.9,34.7,707,95.3,1.9,7627,76322,519000000,50.8,24977.0,86.0,45,6.1,13.3,220.0
227,Seuzach,2022,22.3,34.7,714,93.6,2.5,7691,74855,556000000,50.8,24977.0,86.0,48,6.3,14.7,219.0
227,Seuzach,2023,21.9,34.4,709,92.2,3.4,7846,74855,556000000,50.8,24977.0,86.0,23,3.0,24.4,219.0
228,Turbenthal,2019,24.1,36.0,366,74.8,0.6,4891,52356,279000000,48.2,12982.0,90.0,15,3.1,4.3,242.0
228,Turbenthal,2020,24.0,35.4,382,78.1,0.8,4989,53990,277000000,48.2,12982.0,90.0,28,5.7,5.8,245.0
228,Turbenthal,2021,23.7,34.8,400,80.2,1.2,5051,54022,286000000,48.2,12982.0,90.0,22,4.4,8.8,245.0
228,Turbenthal,2022,23.6,34.6,404,80.0,1.9,5041,53572,268000000,48.2,12982.0,90.0,18,3.6,23.7,244.0
228,Turbenthal,2023,23.0,35.1,396,78.6,3.4,5177,53572,268000000,48.2,12982.0,90.0,19,3.8,37.9,244.0
230,Winterthur,2019,31.7,32.1,6362,57.0,0.8,112911,55969,276000000,51.4,306938.0,71.0,363,3.3,5.1,179.0
230,Winterthur,2020,31.5,32.2,6717,59.5,1.2,114087,56666,278000000,51.4,306938.0,71.0,395,3.5,8.9,180.0
230,Winterthur,2021,31.1,32.3,6778,59.4,1.8,114963,55973,282000000,51.4,306938.0,71.0,398,3.5,13.7,180.0
230,Winterthur,2022,31.1,32.4,6692,58.2,2.7,116610,55950,290000000,51.4,306938.0,71.0,330,2.9,21.2,179.0
230,Winterthur,2023,30.9,32.5,6626,56.8,3.7,118989,55950,290000000,51.4,306938.0,71.0,320,2.7,23.7,179.0
231,Zell,2019,24.5,35.8,511,84.9,0.6,6295,55764,242000000,16.9,14703.0,85.0,30,5.0,6.0,393.0
231,Zell,2020,24.2,35.9,575,91.3,0.8,6422,55520,235000000,16.9,14703.0,85.0,38,6.0,5.2,394.0
231,Zell,2021,24.2,35.9,587,91.4,1.1,6440,54493,244000000,16.9,14703.0,85.0,40,6.2,8.2,393.0
231,Zell,2022,24.0,36.1,599,93.0,1.7,6487,53910,257000000,16.9,14703.0,85.0,29,4.5,17.2,391.0
231,Zell,2023,24.5,36.2,638,98.4,2.5,6712,53910,257000000,16.9,14703.0,85.0,31,4.8,27.4,391.0
241,Aesch ZH,2019,26.5,34.6,170,109.3,1.2,1661,95163,611000000,0.0,4936.0,88.0,11,7.1,6.5,257.0
241,Aesch ZH,2020,25.4,35.0,183,110.2,1.8,1707,90008,645000000,0.0,4936.0,88.0,11,6.6,7.2,258.0
241,Aesch ZH,2021,24.5,35.4,182,106.6,4.0,1692,88057,576000000,0.0,4936.0,88.0,8,4.7,22.7,257.0
241,Aesch ZH,2022,23.9,35.6,195,115.2,5.5,1662,91213,664000000,0.0,4936.0,88.0,7,4.1,31.0,257.0
241,Aesch ZH,2023,22.1,37.6,191,114.9,7.9,1696,91213,664000000,0.0,4936.0,88.0,11,6.6,29.7,257.0
242,Birmensdorf,2019,25.5,34.4,567,87.3,0.8,6714,73849,368000000,61.0,16924.0,77.0,37,5.7,5.3,206.0
242,Birmensdorf,2020,24.9,34.5,597,88.9,1.1,6893,74033,399000000,61.0,16924.0,77.0,38,5.7,5.2,205.0
242,Birmensdorf,2021,25.1,34.1,613,88.9,1.9,6934,73146,400000000,61.0,16924.0,77.0,46,6.7,12.2,208.0
242,Birmensdorf,2022,24.9,34.0,625,90.1,2.9,7043,70107,392000000,61.0,16924.0,77.0,31,4.5,20.3,207.0
242,Birmensdorf,2023,25.2,34.0,666,94.6,4.5,7242,70107,392000000,61.0,16924.0,77.0,37,5.3,27.9,207.0
243,Dietikon,2019,32.9,31.5,1358,50.0,0.5,27661,50382,181000000,74.7,94042.0,85.0,105,3.9,2.2,138.0
243,Dietikon,2020,33.0,31.7,1493,54.0,0.8,28028,51149,180000000,74.7,94042.0,85.0,125,4.5,7.0,137.0
243,Dietikon,2021,32.6,31.8,1555,55.5,1.2,28031,51384,186000000,74.7,94042.0,85.0,143,5.1,8.8,138.0
243,Dietikon,2022,32.6,31.9,1559,55.6,1.8,28087,50557,187000000,74.7,94042.0,85.0,112,4.0,14.3,150.0
243,Dietikon,2023,32.3,32.1,1567,55.8,2.6,28092,50557,187000000,74.7,94042.0,85.0,99,3.5,20.5,150.0
244,Geroldswil,2019,23.4,34.8,373,75.5,1.0,4928,72762,459000000,0.0,19377.0,85.0,22,4.5,5.6,206.0
244,Geroldswil,2020,24.0,34.1,421,85.4,1.3,5046,72031,445000000,0.0,19377.0,85.0,32,6.5,6.6,207.0
244,Geroldswil,2021,23.8,33.8,432,85.6,1.9,5153,69493,455000000,0.0,19377.0,85.0,33,6.5,12.8,207.0
244,Geroldswil,2022,23.7,34.2,444,86.2,2.9,5248,69944,469000000,0.0,19377.0,85.0,23,4.5,21.0,206.0
244,Geroldswil,2023,23.1,33.9,469,89.4,3.9,5242,69944,469000000,0.0,19377.0,85.0,41,7.8,23.5,206.0
245,Oberengstringen,2019,27.3,34.8,494,75.2,0.6,6739,64531,367000000,0.0,22914.0,85.0,31,4.7,3.8,196.0
245,Oberengstringen,2020,27.1,35.0,507,75.2,0.6,6724,63776,357000000,0.0,22914.0,85.0,24,3.6,4.6,198.0
245,Oberengstringen,2021,27.3,34.9,526,78.2,1.1,6799,63624,357000000,0.0,22914.0,85.0,33,4.9,6.4,199.0
245,Oberengstringen,2022,27.7,35.0,545,80.2,1.9,6831,62166,381000000,0.0,22914.0,85.0,24,3.5,15.8,200.0
245,Oberengstringen,2023,27.1,35.6,547,80.1,2.3,6798,62166,381000000,0.0,22914.0,85.0,24,3.5,15.6,200.0
246,Oetwil a.d.L.,2019,21.9,40.2,253,99.3,1.1,2518,77409,570000000,0.0,7899.0,93.0,20,7.9,4.4,188.0
246,Oetwil a.d.L.,2020,22.0,39.9,266,105.6,1.4,2529,78738,571000000,0.0,7899.0,93.0,21,8.3,4.4,192.0
246,Oetwil a.d.L.,2021,21.6,40.1,286,113.1,1.9,2555,81933,580000000,0.0,7899.0,93.0,24,9.5,7.5,192.0
246,Oetwil a.d.L.,2022,20.9,40.5,297,116.2,2.6,2564,80751,611000000,0.0,7899.0,93.0,19,7.4,12.7,145.0
246,Oetwil a.d.L.,2023,20.0,40.9,317,123.6,4.4,2585,80751,611000000,0.0,7899.0,93.0,17,6.6,28.9,145.0
247,Schlieren,2019,34.3,33.1,1045,56.0,0.7,18754,53812,162000000,76.6,84669.0,78.0,67,3.6,2.5,161.0
247,Schlieren,2020,36.1,32.2,1220,65.1,1.2,19872,53715,166000000,76.6,84669.0,78.0,101,5.4,7.0,157.0
247,Schlieren,2021,35.9,32.4,1224,61.6,2.2,19903,53376,163000000,76.6,84669.0,78.0,80,4.0,13.5,158.0
247,Schlieren,2022,36.3,32.6,1300,65.3,2.9,20320,53319,163000000,76.6,84669.0,78.0,80,4.0,14.7,156.0
247,Schlieren,2023,35.8,32.9,1303,64.1,3.9,20508,53319,163000000,76.6,84669.0,78.0,81,4.0,18.7,156.0
248,Uitikon,2019,20.5,37.8,512,118.2,1.3,4663,130722,1501000000,44.4,11054.0,81.0,25,5.8,7.0,153.0
248,Uitikon,2020,20.5,37.6,544,116.7,1.9,4799,127185,1446000000,44.4,11054.0,81.0,34,7.3,5.0,151.0
248,Uitikon,2021,21.1,37.0,581,121.1,3.1,5024,128739,1514000000,44.4,11054.0,81.0,36,7.5,18.0,149.0
248,Uitikon,2022,20.8,37.0,577,114.8,4.3,5096,131465,1528000000,44.4,11054.0,81.0,43,8.6,19.9,146.0
248,Uitikon,2023,22.5,36.0,620,121.7,6.3,5491,131465,1528000000,44.4,11054.0,81.0,41,8.0,29.1,146.0
249,Unterengstringen,2019,23.7,36.8,353,91.0,1.3,3924,80651,524000000,0.1,9755.0,88.0,20,5.2,5.1,209.0
249,Unterengstringen,2020,23.6,36.9,383,97.6,1.5,3982,76827,511000000,0.1,9755.0,88.0,31,7.9,5.3,211.0
249,Unterengstringen,2021,23.9,36.4,396,99.4,2.1,4103,77984,541000000,0.1,9755.0,88.0,28,7.0,9.8,211.0
249,Unterengstringen,2022,24.0,35.9,403,98.2,2.8,4113,75769,536000000,0.1,9755.0,88.0,19,4.6,19.8,213.0
249,Unterengstringen,2023,24.1,35.7,403,98.0,3.4,4298,75769,536000000,0.1,9755.0,88.0,18,4.4,14.6,213.0
250,Urdorf,2019,25.4,34.6,698,71.0,1.0,9975,63332,313000000,56.3,41867.0,83.0,37,3.8,5.7,184.0
250,Urdorf,2020,25.3,34.7,773,77.5,1.5,10009,63465,308000000,56.3,41867.0,83.0,40,4.0,9.3,184.0
250,Urdorf,2021,25.2,34.6,781,78.0,2.1,10211,62646,317000000,56.3,41867.0,83.0,57,5.7,13.9,183.0
250,Urdorf,2022,25.1,34.6,778,76.2,2.9,10327,61915,323000000,56.3,41867.0,83.0,48,4.7,22.5,191.0
250,Urdorf,2023,24.8,34.7,760,73.6,3.3,10390,61915,323000000,56.3,41867.0,83.0,31,3.0,13.5,191.0
251,Weiningen,2019,26.9,36.0,397,82.4,1.0,4800,70709,396000000,15.7,16246.0,90.0,28,5.8,6.5,185.0
251,Weiningen,2020,26.5,36.5,412,85.8,1.4,4857,69362,411000000,15.7,16246.0,90.0,32,6.7,9.2,187.0
251,Weiningen,2021,26.2,36.3,426,87.7,2.2,4862,68652,415000000,15.7,16246.0,90.0,26,5.4,14.0,187.0
251,Weiningen,2022,26.3,36.1,416,85.6,3.9,4877,67447,440000000,15.7,16246.0,90.0,23,4.7,30.8,186.0
251,Weiningen,2023,26.9,35.5,461,94.5,5.1,5059,67447,440000000,15.7,16246.0,90.0,16,3.3,31.1,186.0
261,Zürich,2019,35.6,32.1,23581,57.0,1.1,419012,63622,358000000,50.5,940965.0,49.0,1475,3.6,6.3,151.0
261,Zürich,2020,35.3,32.5,25020,59.7,1.5,420891,64779,372000000,50.5,940965.0,49.0,1832,4.4,9.3,152.0
261,Zürich,2021,35.1,32.6,25512,60.6,2.2,422204,64871,381000000,50.5,940965.0,49.0,1765,4.2,13.1,152.0
261,Zürich,2022,35.3,32.7,25350,60.0,3.2,426890,64619,398000000,50.5,940965.0,49.0,1473,3.5,20.8,152.0
261,Zürich,2023,35.2,32.8,25636,60.1,4.5,432552,64619,398000000,50.5,940965.0,49.0,1436,3.4,25.6,152.0
291,Andelfingen,2019,22.4,35.2,322,94.7,1.1,3417,67819,497000000,31.5,-1.0,-1.0,10,2.9,3.9,-1.0
291,Andelfingen,2020,21.0,36.2,322,94.2,1.4,3400,68001,476000000,31.5,-1.0,-1.0,15,4.4,11.9,-1.0
291,Andelfingen,2021,21.3,35.8,319,93.8,2.3,3429,68067,480000000,31.5,-1.0,-1.0,17,5.0,21.6,-1.0
291,Andelfingen,2022,20.6,36.3,329,95.9,3.1,3428,67084,492000000,31.5,-1.0,-1.0,14,4.1,22.5,-1.0
291,Andelfingen,2023,21.3,36.0,344,100.4,3.9,3570,67084,492000000,31.5,-1.0,-1.0,15,4.4,29.6,-1.0
292,Stammheim,2019,21.4,36.4,291,106.2,1.2,2785,62083,415000000,43.9,11031.0,93.0,14,5.1,7.5,484.0
292,Stammheim,2020,21.2,35.8,298,107.0,1.3,2858,60979,408000000,43.9,11031.0,93.0,15,5.4,9.1,477.0
292,Stammheim,2021,20.1,35.7,310,108.5,1.8,2851,62869,444000000,43.9,11031.0,93.0,15,5.2,18.4,479.0
292,Stammheim,2022,20.3,35.2,304,106.6,2.8,2873,62299,466000000,43.9,11031.0,93.0,17,6.0,30.3,480.0
292,Stammheim,2023,19.3,35.1,317,110.3,3.3,2898,62299,466000000,43.9,11031.0,93.0,17,5.9,31.0,480.0
293,Wädenswil,2019,23.8,36.1,1614,66.4,0.8,24569,70124,415000000,29.8,74608.0,88.0,104,4.3,4.4,161.0
293,Wädenswil,2020,23.8,36.0,1721,70.0,1.1,24808,71043,429000000,29.8,74608.0,88.0,127,5.2,8.2,163.0
293,Wädenswil,2021,23.6,36.1,1751,70.6,2.0,24931,71381,434000000,29.8,74608.0,88.0,117,4.7,14.9,164.0
293,Wädenswil,2022,23.5,36.0,1737,69.7,3.0,25160,70172,436000000,29.8,74608.0,88.0,111,4.5,20.7,164.0
293,Wädenswil,2023,23.5,35.8,1776,70.6,4.3,25727,70172,436000000,29.8,74608.0,88.0,88,3.5,24.5,164.0
294,Elgg,2019,24.9,35.7,405,82.7,1.0,4935,63151,355000000,36.7,13697.0,88.0,24,4.9,8.4,337.0
294,Elgg,2020,24.2,35.8,433,87.7,1.2,4951,61372,359000000,36.7,13697.0,88.0,35,7.1,15.3,341.0
294,Elgg,2021,24.3,35.7,455,91.9,1.9,5014,61799,361000000,36.7,13697.0,88.0,44,8.9,13.7,341.0
294,Elgg,2022,23.8,35.9,435,86.8,2.8,5069,60924,375000000,36.7,13697.0,88.0,43,8.6,22.8,342.0
294,Elgg,2023,23.8,35.6,439,86.6,3.4,5111,60924,375000000,36.7,13697.0,88.0,37,7.3,23.5,342.0
295,Horgen,2019,24.5,35.9,1741,77.0,0.9,22979,75524,438000000,30.5,65015.0,81.0,113,5.0,5.3,155.0
295,Horgen,2020,24.3,36.2,1789,77.9,1.5,23073,78627,450000000,30.5,65015.0,81.0,97,4.2,10.3,160.0
295,Horgen,2021,24.1,36.2,1825,79.1,2.4,23288,78048,458000000,30.5,65015.0,81.0,123,5.3,14.7,159.0
295,Horgen,2022,24.2,36.2,1820,78.2,3.6,23589,76913,468000000,30.5,65015.0,81.0,97,4.2,22.9,159.0
295,Horgen,2023,23.7,36.5,1862,78.9,4.9,23657,76913,468000000,30.5,65015.0,81.0,99,4.2,26.8,159.0
296,Illnau-Effretikon,2019,27.8,32.9,1099,64.5,0.8,17316,59695,320000000,62.1,49753.0,78.0,60,3.5,4.9,188.0
296,Illnau-Effretikon,2020,27.4,33.2,1169,67.5,1.1,17345,58798,319000000,62.1,49753.0,78.0,64,3.7,8.0,189.0
296,Illnau-Effretikon,2021,27.2,33.3,1172,67.6,1.6,17395,58776,330000000,62.1,49753.0,78.0,69,4.0,11.3,189.0
296,Illnau-Effretikon,2022,27.1,33.7,1163,66.9,2.3,17562,59147,349000000,62.1,49753.0,78.0,54,3.1,17.0,189.0
296,Illnau-Effretikon,2023,26.9,33.9,1161,66.1,3.1,17656,59147,349000000,62.1,49753.0,78.0,58,3.3,23.5,189.0
297,Bauma,2019,22.6,39.0,543,109.5,0.7,4870,55630,314000000,46.4,15864.0,91.0,42,8.5,2.8,309.0
297,Bauma,2020,22.4,38.7,533,109.4,0.9,4879,57119,305000000,46.4,15864.0,91.0,29,6.0,6.6,311.0
297,Bauma,2021,22.5,37.9,545,111.7,1.3,4881,56537,326000000,46.4,15864.0,91.0,30,6.1,11.2,308.0
297,Bauma,2022,22.8,37.8,543,111.2,1.9,4921,57466,346000000,46.4,15864.0,91.0,38,7.8,14.3,307.0
297,Bauma,2023,22.8,37.9,578,117.5,2.6,5046,57466,346000000,46.4,15864.0,91.0,33,6.7,18.9,307.0
298,Wiesendangen,2019,21.4,37.0,537,82.5,1.2,6601,74154,431000000,30.1,16844.0,88.0,22,3.4,6.8,289.0
298,Wiesendangen,2020,21.2,36.8,545,82.6,1.6,6636,74697,436000000,30.1,16844.0,88.0,40,6.1,9.2,292.0
298,Wiesendangen,2021,21.2,36.5,552,83.2,2.5,6659,75281,459000000,30.1,16844.0,88.0,33,5.0,15.2,293.0
298,Wiesendangen,2022,21.0,36.6,524,78.7,3.4,6699,73135,453000000,30.1,16844.0,88.0,27,4.1,25.4,291.0
298,Wiesendangen,2023,20.7,36.6,535,79.9,5.0,6722,73135,453000000,30.1,16844.0,88.0,21,3.1,32.3,291.0
